2020-05-01 09:55:07 INFO  org.reflections.Reflections:229 - Reflections took 174 ms to scan 1 urls, producing 16 keys and 261 values 
2020-05-01 09:55:07 INFO  org.reflections.Reflections:229 - Reflections took 24 ms to scan 1 urls, producing 7 keys and 35 values 
2020-05-01 09:55:07 INFO  org.reflections.Reflections:229 - Reflections took 24 ms to scan 1 urls, producing 5 keys and 30 values 
2020-05-01 09:56:13 INFO  org.reflections.Reflections:229 - Reflections took 162 ms to scan 1 urls, producing 16 keys and 261 values 
2020-05-01 09:56:13 INFO  org.reflections.Reflections:229 - Reflections took 24 ms to scan 1 urls, producing 7 keys and 35 values 
2020-05-01 09:56:13 INFO  org.reflections.Reflections:229 - Reflections took 38 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:34 INFO  org.reflections.Reflections:229 - Reflections took 166 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:35 INFO  org.reflections.Reflections:229 - Reflections took 22 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:35 INFO  org.reflections.Reflections:229 - Reflections took 23 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:36 INFO  org.reflections.Reflections:229 - Reflections took 146 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:36 INFO  org.reflections.Reflections:229 - Reflections took 22 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:36 INFO  org.reflections.Reflections:229 - Reflections took 23 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:38 INFO  org.reflections.Reflections:229 - Reflections took 198 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:38 INFO  org.reflections.Reflections:229 - Reflections took 39 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:38 INFO  org.reflections.Reflections:229 - Reflections took 25 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:39 INFO  org.reflections.Reflections:229 - Reflections took 161 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:39 INFO  org.reflections.Reflections:229 - Reflections took 22 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:39 INFO  org.reflections.Reflections:229 - Reflections took 23 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:40 INFO  org.reflections.Reflections:229 - Reflections took 134 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:41 INFO  org.reflections.Reflections:229 - Reflections took 23 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:41 INFO  org.reflections.Reflections:229 - Reflections took 26 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:42 INFO  org.reflections.Reflections:229 - Reflections took 146 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:42 INFO  org.reflections.Reflections:229 - Reflections took 21 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:42 INFO  org.reflections.Reflections:229 - Reflections took 22 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:44 INFO  org.reflections.Reflections:229 - Reflections took 132 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:44 INFO  org.reflections.Reflections:229 - Reflections took 27 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:44 INFO  org.reflections.Reflections:229 - Reflections took 22 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:45 INFO  org.reflections.Reflections:229 - Reflections took 137 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:45 INFO  org.reflections.Reflections:229 - Reflections took 27 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:45 INFO  org.reflections.Reflections:229 - Reflections took 23 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:47 INFO  org.reflections.Reflections:229 - Reflections took 144 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:47 INFO  org.reflections.Reflections:229 - Reflections took 25 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:47 INFO  org.reflections.Reflections:229 - Reflections took 24 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:50 INFO  org.reflections.Reflections:229 - Reflections took 169 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:50 INFO  org.reflections.Reflections:229 - Reflections took 21 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:50 INFO  org.reflections.Reflections:229 - Reflections took 22 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:51 INFO  org.reflections.Reflections:229 - Reflections took 203 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:51 INFO  org.reflections.Reflections:229 - Reflections took 50 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:51 INFO  org.reflections.Reflections:229 - Reflections took 23 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:53 INFO  org.reflections.Reflections:229 - Reflections took 175 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:53 INFO  org.reflections.Reflections:229 - Reflections took 53 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:53 INFO  org.reflections.Reflections:229 - Reflections took 29 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:55 INFO  org.reflections.Reflections:229 - Reflections took 165 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:55 INFO  org.reflections.Reflections:229 - Reflections took 25 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:55 INFO  org.reflections.Reflections:229 - Reflections took 27 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:56 INFO  org.reflections.Reflections:229 - Reflections took 152 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:57 INFO  org.reflections.Reflections:229 - Reflections took 23 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:57 INFO  org.reflections.Reflections:229 - Reflections took 24 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:03:58 INFO  org.reflections.Reflections:229 - Reflections took 156 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:03:58 INFO  org.reflections.Reflections:229 - Reflections took 21 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:03:58 INFO  org.reflections.Reflections:229 - Reflections took 23 ms to scan 1 urls, producing 5 keys and 30 values 
2020-12-29 15:04:00 INFO  org.reflections.Reflections:229 - Reflections took 182 ms to scan 1 urls, producing 16 keys and 261 values 
2020-12-29 15:04:00 INFO  org.reflections.Reflections:229 - Reflections took 26 ms to scan 1 urls, producing 7 keys and 35 values 
2020-12-29 15:04:00 INFO  org.reflections.Reflections:229 - Reflections took 43 ms to scan 1 urls, producing 5 keys and 30 values 
